record_type,source_workbook_id,source_workbook,source_sheet,source_vintage,source_agency_name,agency_identity_status,canonical_agency_id,canonical_agency_name,identity_mapping_basis,fiscal_year,measure,publisher_measure,source_cell,value,unit,unit_label,value_status,source_raw_value,source_footnote_markers,source_comment,value_in_usd,value_in_usd_status,conversion_factor
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1980,less_intra_city,less: intra-city,AR240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1980,other_than_personal_services,Other Than Personal Services,AR239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1980,personal_services,Personal Services,AR238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1980,prior_year_adjustments,prior year adjustments,AR241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1980,total_department_expenditures,TOTAL DEPT.,AR242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1981,less_intra_city,less: intra-city,AQ240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1981,other_than_personal_services,Other Than Personal Services,AQ239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1981,personal_services,Personal Services,AQ238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1981,prior_year_adjustments,prior year adjustments,AQ241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1981,total_department_expenditures,TOTAL DEPT.,AQ242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1982,less_intra_city,less: intra-city,AP240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1982,other_than_personal_services,Other Than Personal Services,AP239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1982,personal_services,Personal Services,AP238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1982,prior_year_adjustments,prior year adjustments,AP241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1982,total_department_expenditures,TOTAL DEPT.,AP242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1983,less_intra_city,less: intra-city,AO240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1983,other_than_personal_services,Other Than Personal Services,AO239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1983,personal_services,Personal Services,AO238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1983,prior_year_adjustments,prior year adjustments,AO241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1983,total_department_expenditures,TOTAL DEPT.,AO242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1984,less_intra_city,less: intra-city,AN240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1984,other_than_personal_services,Other Than Personal Services,AN239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1984,personal_services,Personal Services,AN238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1984,prior_year_adjustments,prior year adjustments,AN241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1984,total_department_expenditures,TOTAL DEPT.,AN242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1985,less_intra_city,less: intra-city,AM240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1985,other_than_personal_services,Other Than Personal Services,AM239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1985,personal_services,Personal Services,AM238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1985,prior_year_adjustments,prior year adjustments,AM241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1985,total_department_expenditures,TOTAL DEPT.,AM242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1986,less_intra_city,less: intra-city,AL240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1986,other_than_personal_services,Other Than Personal Services,AL239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1986,personal_services,Personal Services,AL238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1986,prior_year_adjustments,prior year adjustments,AL241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1986,total_department_expenditures,TOTAL DEPT.,AL242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1987,less_intra_city,less: intra-city,AK240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1987,other_than_personal_services,Other Than Personal Services,AK239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1987,personal_services,Personal Services,AK238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1987,prior_year_adjustments,prior year adjustments,AK241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1987,total_department_expenditures,TOTAL DEPT.,AK242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1988,less_intra_city,less: intra-city,AJ240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1988,other_than_personal_services,Other Than Personal Services,AJ239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1988,personal_services,Personal Services,AJ238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1988,prior_year_adjustments,prior year adjustments,AJ241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1988,total_department_expenditures,TOTAL DEPT.,AJ242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1989,less_intra_city,less: intra-city,AI240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1989,other_than_personal_services,Other Than Personal Services,AI239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1989,personal_services,Personal Services,AI238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1989,prior_year_adjustments,prior year adjustments,AI241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1989,total_department_expenditures,TOTAL DEPT.,AI242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1990,less_intra_city,less: intra-city,AH240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1990,other_than_personal_services,Other Than Personal Services,AH239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1990,personal_services,Personal Services,AH238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1990,prior_year_adjustments,prior year adjustments,AH241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1990,total_department_expenditures,TOTAL DEPT.,AH242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1991,less_intra_city,less: intra-city,AG240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1991,other_than_personal_services,Other Than Personal Services,AG239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1991,personal_services,Personal Services,AG238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1991,prior_year_adjustments,prior year adjustments,AG241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1991,total_department_expenditures,TOTAL DEPT.,AG242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1992,less_intra_city,less: intra-city,AF240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1992,other_than_personal_services,Other Than Personal Services,AF239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1992,personal_services,Personal Services,AF238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1992,prior_year_adjustments,prior year adjustments,AF241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1992,total_department_expenditures,TOTAL DEPT.,AF242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1993,less_intra_city,less: intra-city,AE240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1993,other_than_personal_services,Other Than Personal Services,AE239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1993,personal_services,Personal Services,AE238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1993,prior_year_adjustments,prior year adjustments,AE241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1993,total_department_expenditures,TOTAL DEPT.,AE242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1994,less_intra_city,less: intra-city,AD240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1994,other_than_personal_services,Other Than Personal Services,AD239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1994,personal_services,Personal Services,AD238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1994,prior_year_adjustments,prior year adjustments,AD241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1994,total_department_expenditures,TOTAL DEPT.,AD242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1995,less_intra_city,less: intra-city,AC240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1995,other_than_personal_services,Other Than Personal Services,AC239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1995,personal_services,Personal Services,AC238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1995,prior_year_adjustments,prior year adjustments,AC241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1995,total_department_expenditures,TOTAL DEPT.,AC242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1996,less_intra_city,less: intra-city,AB240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1996,other_than_personal_services,Other Than Personal Services,AB239,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1996,personal_services,Personal Services,AB238,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1996,prior_year_adjustments,prior year adjustments,AB241,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1996,total_department_expenditures,TOTAL DEPT.,AB242,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1997,less_intra_city,less: intra-city,AA240,0.0,USD_thousands,In $000's,value,0,,,0.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1997,other_than_personal_services,Other Than Personal Services,AA239,1152814.066,USD_thousands,In $000's,value,1152814.0660000001,,,1152814066.0,derived_explicit_conversion,1000
agency_measure,ibo_agency_expenditures,AgencyExpenditures.xlsx,In $000's,FY2022,Administration for Children's Services,exact,administration-for-childrens-services,Administration for Children's Services,shared_agency_identity_canonical_surface,1997,personal_services,Personal Services,AA238,241178.83,USD_thousands,In $000's,value,241178.83,,,241178830.0,derived_explicit_conversion,1000
